//hyun moo turtles 367, 368, 369, 370, 371
//turtle man 397
//turtle goblin? 1061
//swimming turtle 573, 861
//land turtle 576, 859, 860, 862, 863, 1508, 1509
//??? turtle bosses 882, 883, 1462, 1487

2, 553, 90, 2300, 17, 43
2, 554, 90, 2300, 18, 43

2300, 16, 44, 2, 553, 91
2300, 17, 44, 2, 554, 91
2300, 18, 44, 2, 554, 91
2300, 17, 0, 2301, 58, 88
2300, 18, 0, 2301, 58, 88
2300, 19, 0, 2301, 59, 88

2301, 58, 89, 2300, 18, 1
2301, 59, 89, 2300, 19, 1
2301, 101, 44, 2303, 1, 5
2301, 101, 45, 2303, 1, 6
2301, 82, 0, 2302, 94, 28
2301, 83, 0, 2302, 94, 28
2301, 84, 0, 2302, 95, 28
2301, 85, 0, 2302, 96, 28
2301, 86, 0, 2302, 97, 28
2301, 0, 7, 2304, 32, 19
2301, 0, 8, 2304, 32, 20
2301, 0, 9, 2304, 32, 21
2301, 0, 10, 2304, 32, 21

2302, 94, 29, 2301, 82, 1
2302, 95, 29, 2301, 83, 1
2302, 96, 29, 2301, 84, 1
2302, 97, 29, 2301, 85, 1
2302, 12, 14, 2307, 8, 13
2302, 13, 14, 2307, 8, 13

2303, 0, 5, 2301, 100, 44
2303, 0, 6, 2301, 100, 45
2303, 54, 6, 2306, 8, 13
2303, 55, 6, 2306, 8, 13

2304, 33, 19, 2301, 1, 7
2304, 33, 20, 2301, 1, 8
2304, 33, 21, 2301, 1, 9
2304, 11, 0, 2305, 8, 13
2304, 12, 0, 2305, 9, 13
2304, 13, 0, 2305, 10, 13
2304, 14, 0, 2305, 10, 13

2305, 8, 14, 2304, 11, 1
2305, 9, 14, 2304, 12, 1
2305, 10, 14, 2304, 13, 1
2305, 3, 8, 2309, 8, 13
2305, 4, 8, 2309, 8, 13

2306, 7, 14, 2303, 54, 7
2306, 8, 14, 2303, 54, 7
2306, 9, 14, 2303, 55, 7
2306, 8, 7, 2308, 18, 2

2307, 7, 14, 2302, 12, 15
2307, 8, 14, 2302, 12, 15
2307, 9, 14, 2302, 13, 15
2307, 8, 7, 2308, 4, 4

2308, 4, 3, 2307, 7, 7
2308, 18, 1, 2306, 9, 7
2308, 42, 0, 2310, 4, 13
2308, 43, 0, 2310, 5, 13

2309, 7, 14, 2305, 3, 9
2309, 8, 14, 2305, 4, 9
2309, 9, 14, 2305, 4, 9

2310, 4, 14, 2308, 42, 1
2310, 5, 14, 2308, 43, 1
2310, 12, 0, 2, 553, 91
2310, 13, 0, 2, 554, 91
