//monsters could be 243 (water skeeters bugs?)
//or 286 (weird lookin frogs)
//or 400 (lobster men)

//boss mechanic
//this suggestion is 100% a joke btw
//casts 'waterfalls' on every player,
//and then the boss runs away from everyone
//if anyone moves with this spell on them
//they get destroyed, so they can't chase the boss
//what's the joke?
//don't go chasin' waterfalls.
//
//har har.

2, 489, 10, 2900, 68, 87
2, 490, 10, 2900, 69, 87

2900, 68, 88, 2, 489, 11
2900, 69, 88, 2, 490, 11
2900, 76, 2, 2903, 63, 9
2900, 77, 2, 2903, 63, 9
2900, 12, 4, 2903, 9, 9
2900, 13, 4, 2903, 9, 9

2901, 39, 43, 2903, 56, 2
2901, 40, 43, 2903, 57, 2
2901, 17, 1, 2903, 63, 29
2901, 18, 1, 2903, 63, 29
2901, 43, 8, 2903, 29, 15
2901, 44, 8, 2903, 30, 15

2902, 57, 1, 2903, 56, 22
2902, 58, 1, 2903, 57, 22

2903, 62, 9, 2900, 77, 3
2903, 56, 1, 2901, 39, 42
2903, 57, 1, 2901, 40, 42
2903, 35, 22, 2908, 20, 4
2903, 29, 14, 2901, 43, 7
2903, 30, 14, 2901, 44, 7
2903, 56, 21, 2902, 57, 2
2903, 57, 21, 2902, 58, 2
2903, 10, 9, 2900, 13, 5
2903, 4, 1, 2904, 32, 69
2903, 5, 1, 2904, 33, 69
2903, 4, 21, 2904, 49, 39
2903, 5, 21, 2904, 50, 39
2903, 3, 25, 2904, 12, 34
2903, 4, 41, 2904, 83, 81
2903, 5, 41, 2904, 84, 81
2903, 13, 46, 2905, 89, 4
2903, 36, 45, 2905, 9, 4
2903, 62, 49, 2905, 40, 4
2903, 30, 37, 2906, 8, 65
2903, 31, 37, 2906, 9, 65
2903, 56, 41, 2906, 72, 65
2903, 57, 41, 2906, 73, 65

2904, 32, 68, 2903, 4, 2
2904, 33, 68, 2903, 5, 2
2904, 49, 38, 2903, 4, 22
2904, 50, 38, 2903, 5, 22
2904, 11, 35, 2903, 3, 24
2904, 12, 35, 2903, 3, 24
2904, 83, 82, 2903, 4, 42
2904, 84, 82, 2903, 5, 42

2905, 88, 3, 2903, 13, 47
2905, 89, 3, 2903, 13, 47
2905, 39, 3, 2903, 61, 49
2905, 40, 3, 2903, 61, 49
2905, 8, 3, 2903, 37, 45
2905, 9, 3, 2903, 37, 45

2906, 8, 66, 2903, 30, 38
2906, 9, 66, 2903, 31, 38
2906, 72, 66, 2903, 56, 42
2906, 73, 66, 2903, 57, 42
2906, 13, 2, 2907, 23, 45
2906, 14, 2, 2907, 24, 45

2907, 23, 46, 2906, 13, 3
2907, 24, 46, 2906, 14, 3
2907, 23, 1, 2909, 11, 34
2907, 24, 1, 2909, 12, 34

2908, 19, 3, 2903, 34, 22
2908, 20, 3, 2903, 34, 22

2909, 11, 35, 2907, 23, 2
2909, 12, 35, 2907, 24, 2
2909, 0, 26, 2, 489, 11
2909, 0, 27, 2, 490, 11
