//monster 114 dye 2, 30, 31
//boss 35 dye 10
//maybe boss idea?
//spawns monster 97 dye 28 every 10% hp
//its identical strength to a sent
//each spider(97) gains +25% dmg for every spider alive
//********************************************
//2404 is boss room
//2418 is entrance
//2421 is sentry

2, 489, 350, 2418, 13, 4
2, 490, 350, 2418, 14, 4

2400, 16, 7, 2401, 1, 7
2400, 8, 14, 2403, 8, 1

2401, 0, 7, 2400, 15, 7
2401, 8, 14, 2404, 8, 1

2402, 16, 7, 2403, 1, 7
2402, 8, 14, 2407, 8, 1

2403, 0, 7, 2402, 15, 7
2403, 8, 0, 2400, 8, 13
2403, 16, 7, 2404, 1, 7
2403, 8, 14, 2408, 8, 1

2404, 0, 7, 2403, 15, 7
2404, 8, 0, 2401, 8, 13
2404, 16, 7, 2405, 1, 7
2404, 8, 14, 2409, 8, 1
2404, 15, 2, 489, 347
2404, 16, 2, 490, 347

2405, 0, 7, 2404, 15, 7
2405, 8, 14, 2410, 8, 1

2406, 16, 7, 2407, 1, 7
2406, 8, 14, 2412, 8, 1

2407, 0, 7, 2406, 15, 7
2407, 8, 0, 2402, 8, 13
2407, 16, 7, 2408, 1, 7
2407, 8, 14, 2413, 8, 1

2408, 0, 7, 2407, 15, 7
2408, 8, 0, 2403, 8, 13
2408, 16, 7, 2409, 1, 7
2408, 8, 14, 2414, 8, 1

2409, 0, 7, 2408, 15, 7
2409, 8, 0, 2404, 8, 13
2409, 16, 7, 2410, 1, 7
2409, 8, 14, 2415, 8, 1

2410, 0, 7, 2409, 15, 7
2410, 8, 0, 2405, 8, 13
2410, 16, 7, 2411, 1, 7
2410, 8, 14, 2416, 8, 1

2411, 0, 7, 2410, 15, 7
2411, 8, 14, 2417, 8, 1

2412, 8, 0, 2406, 8, 13
2412, 16, 7, 2413, 1, 7

2413, 0, 7, 2412, 15, 7
2413, 8, 0, 2407, 8, 13
2413, 16, 7, 2414, 1, 7
2413, 8, 14, 2418, 8, 1

2414, 0, 7, 2413, 15, 7
2414, 8, 0, 2408, 8, 13
2414, 16, 7, 2415, 1, 7
2414, 8, 14, 2419, 8, 1

2415, 0, 7, 2414, 15, 7
2415, 8, 0, 2409, 8, 13
2415, 16, 7, 2416, 1, 7
2415, 8, 14, 2420, 8, 1

2416, 0, 7, 2415, 15, 7
2416, 8, 0, 2410, 8, 13
2416, 16, 7, 2417, 1, 7
2416, 8, 14, 2421, 8, 1

2417, 0, 7, 2416, 15, 7
2417, 8, 0, 2411, 8, 13

2418, 8, 0, 2413, 8, 13
2418, 16, 7, 2419, 1, 7
2418, 13, 3, 2, 489, 347
2418, 14, 3, 2, 490, 347

2419, 0, 7, 2418, 15, 7
2419, 8, 0, 2414, 8, 13
2419, 16, 7, 2420, 1, 7
2419, 8, 14, 2422, 8, 1

2420, 0, 7, 2419, 15, 7
2420, 8, 0, 2415, 8, 13
2420, 16, 7, 2421, 1, 7
2420, 8, 14, 2423, 8, 1

2421, 0, 7, 2420, 15, 7
2421, 8, 0, 2416, 8, 13

2422, 8, 0, 2419, 8, 13
2422, 16, 7, 2423, 1, 7

2423, 0, 7, 2422, 15, 7
2423, 8, 0, 2420, 8, 13
