2, 86, 406, 2600, 42, 71
2, 87, 406, 2600, 43, 71

2600, 42, 72, 2, 86, 407
2600, 43, 72, 2, 87, 407
2600, 30, 34, 2601, 13, 19
2600, 9, 57, 2601, 4, 59
2600, 54, 34, 2601, 37, 28
2600, 79, 19, 2601, 59, 15
2600, 75, 7, 2601, 50, 7

2601, 13, 20, 2600, 30, 35
2601, 4, 60, 2600, 9, 58
2601, 37, 29, 2600, 54, 35
2601, 59, 16, 2600, 79, 20
2601, 50, 8, 2600, 75, 8
2601, 47, 1, 2607, 12, 26
2601, 48, 1, 2607, 13, 26
2601, 36, 40, 2602, 33, 31
2601, 30, 27, 2602, 16, 12

2602, 33, 32, 2601, 36, 40
2602, 16, 13, 2601, 30, 27
2602, 25, 14, 2603, 28, 8

2603, 28, 9, 2602, 25, 15
2603, 49, 41, 2604, 44, 40

2604, 44, 41, 2603, 49, 42
2604, 29, 24, 2606, 7, 33
2604, 30, 24, 2606, 9, 33
2604, 29, 25, 2606, 7, 35
2604, 30, 25, 2606, 9, 35
2604, 11, 35, 2606, 7, 4
2604, 12, 35, 2606, 8, 4
2604, 11, 20, 2604, 11, 9
2604, 12, 20, 2604, 12, 9
2604, 11, 10, 2604, 11, 21
2604, 12, 10, 2604, 12, 21
2604, 11, 5, 2605, 10, 30
2604, 12, 5, 2605, 11, 30

2605, 10, 31, 2604, 11, 6
2605, 11, 31, 2604, 12, 6
2605, 28, 4, 2608, 12, 31
2605, 29, 4, 2608, 13, 31

2606, 7, 3, 2604, 11, 34
2606, 8, 3, 2604, 12, 34

2607, 12, 27, 2601, 47, 2
2607, 13, 27, 2601, 48, 2

2608, 12, 32, 2605, 28, 5
2608, 13, 32, 2605, 29, 5
2608, 12, 0, 2, 86, 407
