//the 2 areas that should require an item to pass are:
//3001, 30, 17 - object 12668
//3001, 31, 17 - object 12669
//3014, 17, 19 - object 12668
//3014, 18, 19 - object 12669

//jade citadel monster 592 or 631
//if monster is 592 boss could be 631, or 1038
//jade catacombs monster 1842, boss 1991

//the exit warp from citadel and catacombs go to
//the left and right side of map 3000 entrance
//areas marked with triangles pointing at a square.

//item suggestion for citadel boss drop:
//(100% chance, like a rune for pre-gruzar)
//item ID 2013 dye 29 "Jade Dragon Eye"
//allows them to pass the 2 portals and enter
//the jade catacombs.
//also: completing the daily quest for citadel 
//has a 14.3% chance to grant this item.

//another suggestion for a rare item:
//eventually you will need something like these so
//people have something rare to hunt for and sell :P
//
//"Lassic's Revenge" (a reference to the boss from the original version of the dungeon)
//item id 896
//sword id 58
//damage: 570-750
//dura 250,000
//non-bonded, no stats or hit/dam
//non-repairable, breaks on death.
//no power level requirements (or any requirements)
//this item is never +5-25 just normal quality*
// 1/200,000 drop chance from regular citadel and catacombs enemies

2, 596, 0, 3000, 34, 74

3000, 33, 75, 2, 596, 1
3000, 34, 75, 2, 596, 1
3000, 33, 68, 3010, 12, 16
3000, 34, 68, 3010, 13, 16
3000, 23, 60, 3001, 15, 47
3000, 43, 60, 3001, 46, 47
3000, 34, 43, 3001, 31, 9
3000, 11, 57, 3007, 10, 44
3000, 8, 40, 3007, 7, 3
3000, 55, 58, 3009, 6, 47
3000, 58, 41, 3009, 12, 3
3000, 15, 39, 3004, 21, 5
3000, 51, 38, 3005, 27, 4
3000, 34, 38, 3013, 13, 3
3000, 14, 29, 3006, 22, 49
3000, 52, 29, 3008, 7, 47
3000, 34, 30, 3014, 17, 32
3000, 35, 30, 3014, 18, 32
3000, 22, 29, 3016, 3, 36
3000, 15, 25, 3011, 7, 12
3000, 49, 22, 3012, 10, 18
3000, 13, 14, 3002, 15, 26
3000, 55, 15, 3003, 5, 29
3000, 25, 8, 3015, 4, 2
3000, 44, 8, 3015, 37, 2
3000, 34, 17, 3018, 8, 30
3000, 35, 17, 3018, 9, 30

3001, 30, 49, 3010, 12, 3
3001, 31, 49, 3010, 13, 3
3001, 14, 48, 3000, 23, 61
3001, 15, 48, 3000, 23, 61
3001, 46, 48, 3000, 43, 61
3001, 47, 48, 3000, 43, 61
3001, 17, 22, 3004, 36, 18
3001, 18, 22, 3004, 37, 18
3001, 43, 22, 3005, 3, 20
3001, 44, 22, 3005, 4, 20
3001, 30, 16, 3013, 12, 16
3001, 31, 16, 3013, 13, 16
3001, 30, 8, 3000, 34, 42
3001, 31, 8, 3000, 34, 42

3002, 14, 27, 3000, 13, 15
3002, 15, 27, 3000, 13, 15
3002, 4, 26, 3006, 7, 17
3002, 3, 27, 3006, 6, 17
3002, 4, 27, 3006, 7, 17

3003, 4, 30, 3000, 55 ,16
3003, 5, 30, 3000, 55, 16
3003, 15, 26, 3008, 19, 18
3003, 15, 27, 3008, 20, 18
3003, 16, 27, 3008, 20, 18

3004, 20, 4, 3000, 15, 38
3004, 21, 4, 3000, 15, 38
3004, 4, 9, 3007, 5, 9
3004, 5, 9, 3007, 5, 10
3004, 36, 19, 3001, 17, 23
3004, 37, 19, 3001, 18, 23

3005, 27, 3, 3000, 51, 37
3005, 28, 3, 3000, 51, 37
3005, 46, 9, 3009, 21, 12
3005, 47, 9, 3009, 20, 13
3005, 3, 21, 3001, 43, 23
3005, 4, 21, 3001, 44, 23

3006, 6, 16, 3002, 5, 26
3006, 7, 16, 3002, 5, 27
3006, 21, 50, 3000, 14, 30
3006, 22, 50, 3000, 14, 30

