2, 19, 16, 600, 22, 38
2, 20, 16, 600, 23, 38

600, 22, 39, 2, 19, 17
600, 23, 39, 2, 20, 17
600, 27, 1, 601, 12, 17
600, 28, 1, 601, 13, 17

601, 12, 18, 600, 27, 2
601, 13, 18, 600, 28, 2
601, 1, 6, 602, 37, 6
601, 1, 7, 602, 37, 7

602, 38, 6, 601, 2, 6
602, 38, 7, 601, 2, 7
602, 24, 22, 603, 22, 25
602, 25, 22, 603, 22, 26

603, 21, 25, 602, 22, 22
603, 4, 5, 604, 4, 3
603, 5, 5, 604, 4, 4
603, 74, 5, 604, 75, 4
603, 75, 5, 604, 75, 3
603, 39, 21, 606, 16, 15
603, 40, 21, 606, 17, 15

604, 3, 3, 603, 3, 5
604, 76, 3, 603, 76, 5
604, 45, 20, 605, 30, 20
604, 46, 20, 605, 31, 20

605, 30, 19, 604, 45, 21
605, 31, 19, 604, 46, 21
605, 17, 17, 607, 7, 13
605, 18, 17, 607, 8, 13

606, 16, 16, 603, 39, 22
606, 17, 16, 603, 40, 22

607, 7, 14, 605, 17, 18
607, 8, 14, 605, 18, 18
607, 2, 2, 2, 8, 8
607, 3, 2, 2, 8, 8
